Nombres,Id,Géneros,Fecha en la que se añadió,Estación,Género General
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:05+00:00,Invierno,Reggateon
De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2019-12-28 13:25:06+00:00,Invierno,Reggateon
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:06+00:00,Invierno,Reggateon
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,"['dance pop', 'pop']",2019-12-28 13:25:06+00:00,Invierno,Pop
Sofía Reyes,0haZhu4fFKt0Ag94kZDiz2,"['latin pop', 'latin viral pop', 'mexican pop']",2019-12-28 13:25:06+00:00,Invierno,Pop
Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,"['dance pop', 'latin pop', 'mexican pop']",2019-12-28 13:25:06+00:00,Invierno,Pop
Ana Guerra,3MRynBsyLGzv3IQ9Fip6hO,"['latin pop', 'latin talent show', 'spanish pop']",2019-12-28 13:25:08+00:00,Invierno,Pop
Aitana,7eLcDZDYHXZCebtQmVFL25,"['latin talent show', 'latin viral pop', 'spanish pop']",2019-12-28 13:25:08+00:00,Invierno,Pop
Shakira,0EmeFodog0BfCgMzAIvKQp,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2019-12-28 13:25:10+00:00,Invierno,Pop
Maluma,1r4hJ1h58CWwUQe3MxPuau,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2019-12-28 13:25:10+00:00,Invierno,Pop
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2019-12-28 13:25:10+00:00,Invierno,Pop
Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,"['latin pop', 'puerto rican pop']",2019-12-28 13:25:11+00:00,Invierno,Pop
Daddy Yankee,4VMYDCV2IEDYJArk749S6m,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:11+00:00,Invierno,Reggateon
Joey Montana,3ATyg4fGC9F8trfb0GRWmX,"['latin pop', 'reggaeton', 'urbano latino']",2019-12-28 13:25:13+00:00,Invierno,Pop
Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",2019-12-28 13:25:13+00:00,Invierno,Pop
Wisin,3E6xrwgnVfYCrCs0ePERDz,"['reggaeton', 'urbano latino']",2019-12-28 13:25:14+00:00,Invierno,Reggateon
Nio Garcia,5hdhHgpxyniooUiQVaPxQ0,"['reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:19+00:00,Invierno,Reggateon
Casper Magico,1fux65HMCBvfJHqlBc4Nno,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2019-12-28 13:25:19+00:00,Invierno,Reggateon
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:19+00:00,Invierno,Reggateon
Darell,1TtXnWcUs0FCkaZDPGYHdf,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:19+00:00,Invierno,Reggateon
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:19+00:00,Invierno,Reggateon
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:19+00:00,Invierno,Reggateon
Don Patricio,6vPXtLmNd3mW0dd1Rb9eQ9,"['rap canario', 'urbano espanol']",2019-12-28 13:25:28+00:00,Invierno,Reggateon
Cruz Cafuné,0jeYkqwckGJoHQhhXwgzk3,"['rap canario', 'urbano espanol']",2019-12-28 13:25:28+00:00,Invierno,Reggateon
Stefflon Don,2ExGrw6XpbtUAJHTLtUXUD,"['dancehall', 'dancehall queen', 'uk dancehall', 'uk hip hop']",2019-12-28 13:25:31+00:00,Invierno,Reggae
Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,"['latin pop', 'puerto rican pop']",2019-12-28 13:25:31+00:00,Invierno,Pop
Daddy Yankee,4VMYDCV2IEDYJArk749S6m,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-28 13:25:35+00:00,Invierno,Reggateon
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'urban contemporary']",2019-12-28 13:25:45+00:00,Invierno,Pop
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",2019-12-28 13:25:54+00:00,Invierno,Pop
C. Tangana,5TYxZTjIPqKM8K8NuP9woO,['urbano espanol'],2019-12-28 13:26:04+00:00,Invierno,Reggateon
Xantos,3HPOnbuwLP2qlwWQ7cgxYW,['reggaeton'],2019-12-28 13:26:05+00:00,Invierno,Reggateon
Dynell,7oCLjINIMWifuknBBsg3CO,['NA'],2019-12-28 13:26:05+00:00,Invierno,Otros
Joey Montana,3ATyg4fGC9F8trfb0GRWmX,"['latin pop', 'reggaeton', 'urbano latino']",2019-12-28 13:26:06+00:00,Invierno,Pop
MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,"['funk carioca', 'funk ostentacao', 'funk pop', 'sertanejo universitario']",2019-12-28 13:26:11+00:00,Invierno,Otros
Yotuel,3IzFiozYX6N0Qoz0drX8w8,['NA'],2019-12-28 13:26:12+00:00,Invierno,Otros
Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ,"['latin pop', 'mexican pop', 'puerto rican pop']",2019-12-28 13:26:12+00:00,Invierno,Pop
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,"['pop', 'r&b en espanol']",2019-12-28 13:26:23+00:00,Invierno,Pop
Lele Pons,6i3DxIlAqnDkwELLw4aVrx,"['latin pop', 'latin viral pop', 'viral pop']",2019-12-28 13:26:27+00:00,Invierno,Pop
Atomic Otro Way,05i5DIXDf4Ai4NEPEi3uBZ,"['dembow', 'rap dominicano']",2019-12-28 13:26:32+00:00,Invierno,Otros
Anuel AA,2R21vXR83lH98kGeO99Y66,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2019-12-28 13:26:36+00:00,Invierno,Reggateon
6ix9ine,7gZfnEnfiaHzxARJ2LeXrf,['emo rap'],2019-12-28 13:26:36+00:00,Invierno,Otros
José de Rico,2ny2IhV61AbrsaWpjvGM7m,['electro latino'],2019-12-28 13:26:39+00:00,Invierno,Otros
Henry Mendez,4mnY9Vvz3GXQIyHljvWnY1,"['electro latino', 'reggaeton', 'spanish pop']",2019-12-28 13:26:39+00:00,Invierno,Pop
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2019-12-28 13:27:29+00:00,Invierno,Otros
Michael Sembello,771qBvjnXOH9Azr6lKy6FB,['hi-nrg'],2019-12-28 13:27:40+00:00,Invierno,Otros
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']",2019-12-28 13:27:47+00:00,Invierno,Pop
Queen,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'glam rock', 'rock']",2019-12-28 13:28:06+00:00,Invierno,Rock & Indie
a-ha,2jzc5TC5TVFLXQlBNiIUzE,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",2019-12-28 13:28:18+00:00,Invierno,Otros
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['r&b', 'soul']",2019-12-28 13:28:28+00:00,Invierno,"Jazz, Soul & Blues"
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['r&b', 'soul']",2019-12-28 13:28:37+00:00,Invierno,"Jazz, Soul & Blues"
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['r&b', 'soul']",2019-12-28 13:28:49+00:00,Invierno,"Jazz, Soul & Blues"
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['r&b', 'soul']",2019-12-28 13:29:01+00:00,Invierno,"Jazz, Soul & Blues"
Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,"['new romantic', 'new wave', 'new wave pop']",2019-12-28 13:29:09+00:00,Invierno,Otros
Queen,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'glam rock', 'rock']",2019-12-28 13:30:04+00:00,Invierno,Rock & Indie
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2019-12-28 13:31:07+00:00,Invierno,Otros
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2019-12-28 13:31:12+00:00,Invierno,Otros
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2019-12-28 13:31:16+00:00,Invierno,Otros
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2019-12-28 13:31:50+00:00,Invierno,Otros
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']",2019-12-28 13:31:57+00:00,Invierno,Otros
AC/DC,711MCceyCBcFnzjGY4Q7Un,"['australian rock', 'hard rock', 'rock']",2019-12-28 13:32:25+00:00,Invierno,Rock & Indie
Queen,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'glam rock', 'rock']",2019-12-28 13:32:44+00:00,Invierno,Rock & Indie
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",2019-12-28 13:33:11+00:00,Invierno,Rock & Indie
Madonna,6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",2019-12-28 13:34:23+00:00,Invierno,Pop
Opus,5pf1217gT8zcjOFc7oMi47,['austropop'],2019-12-28 13:34:32+00:00,Invierno,Otros
John Travolta,4hKkEHkaqCsyxNxXEsszVH,['hollywood'],2019-12-28 13:35:06+00:00,Invierno,Otros
Olivia Newton-John,4BoRxUdrcgbbq1rxJvvhg9,"['adult standards', 'australian dance', 'disco', 'mellow gold', 'soft rock']",2019-12-28 13:35:06+00:00,Invierno,EDM & Disco
The Bangles,51l0uqRxGaczYr4271pVIC,"['album rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'soft rock']",2019-12-28 13:35:27+00:00,Invierno,Otros
Tina Turner,1zuJe6b1roixEKMOtyrEak,['soft rock'],2019-12-28 13:35:41+00:00,Invierno,Otros
Michael Sembello,771qBvjnXOH9Azr6lKy6FB,['hi-nrg'],2019-12-28 13:36:50+00:00,Invierno,Otros
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2019-12-28 13:37:05+00:00,Invierno,Pop
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2019-12-28 13:37:10+00:00,Invierno,Pop
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2019-12-28 13:37:16+00:00,Invierno,Pop
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2019-12-28 13:37:25+00:00,Invierno,Pop
Hombres G,60uh2KYYSCqAgJNxcU4DA0,"['latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish rock']",2019-12-28 13:37:33+00:00,Invierno,Pop
Elilluminari,0BHo5QBLAjH32hoe4xHGYq,['dembow dominicano'],2019-12-28 13:38:19+00:00,Invierno,Otros
Pereza,6mfK6Q2tzLMEchAr0e9Uzu,"['spanish pop', 'spanish pop rock', 'spanish rock']",2019-12-28 13:38:22+00:00,Invierno,Pop
Mecano,5BMgsAFg8rZQc3tqs5BB8G,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",2019-12-28 13:38:29+00:00,Invierno,Pop
Vato 18k,7LikFezeadIOOH8CCBbEL5,['NA'],2019-12-28 13:38:40+00:00,Invierno,Otros
Big Yamo,1a2HwAlOE2wUPmNisvZxSw,['electro latino'],2019-12-28 13:38:40+00:00,Invierno,Otros
Radio Futura,4qKJA8Cf8R44cMThP6q8KM,"['cantautor', 'spanish new wave', 'spanish pop']",2019-12-28 13:38:42+00:00,Invierno,Pop
Tequila,6stZWw6L5Sjy5m7OdUR3rO,"['spanish new wave', 'spanish pop']",2019-12-28 13:38:44+00:00,Invierno,Pop
Estopa,5ZqnEfVdEGmoPxtELhN7ai,"['pop flamenco', 'rumba', 'spanish pop']",2019-12-28 13:38:54+00:00,Invierno,Pop
Estopa,5ZqnEfVdEGmoPxtELhN7ai,"['pop flamenco', 'rumba', 'spanish pop']",2019-12-28 13:39:14+00:00,Invierno,Pop
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,"['latin arena pop', 'spanish pop', 'spanish pop rock']",2019-12-28 13:39:16+00:00,Invierno,Pop
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,"['dance pop', 'pop', 'pop rap']",2019-12-29 11:29:24+00:00,Invierno,Pop
Nacha Pop,1CdLG4i1rTEOsex2UE0jCH,"['cantautor', 'latin alternative', 'mexican rock', 'rock en espanol', 'spanish new wave', 'spanish pop']",2019-12-29 11:29:43+00:00,Invierno,Pop
Modestia Aparte,6yPTzaskdKAAlLMdnw9IkM,"['spanish new wave', 'spanish pop']",2019-12-29 11:30:17+00:00,Invierno,Pop
Bongo Botrako,6XcqNunmoXrhbq6rAYgFxJ,"['reggae catala', 'ska catala']",2019-12-29 11:30:24+00:00,Invierno,Otros
Alaska Y Los Pegamoides,60LKzdjqtmposRWQbVnGAI,['spanish new wave'],2019-12-29 11:31:28+00:00,Invierno,Otros
Daddy Yankee,4VMYDCV2IEDYJArk749S6m,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-29 11:32:25+00:00,Invierno,Reggateon
Lunay,47MpMsUfWtgyIIBEFOr4FE,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2019-12-29 11:32:25+00:00,Invierno,Reggateon
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']",2019-12-29 11:32:25+00:00,Invierno,Reggateon
Anuel AA,2R21vXR83lH98kGeO99Y66,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2019-12-29 11:32:57+00:00,Invierno,Reggateon
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2019-12-29 11:32:57+00:00,Invierno,Reggateon
Chimbala,4VVEpEhC8NcR7AqNEds42U,"['dembow', 'rap dominicano']",2019-12-29 11:33:19+00:00,Invierno,Otros
Chimbala,4VVEpEhC8NcR7AqNEds42U,"['dembow', 'rap dominicano']",2019-12-29 11:33:26+00:00,Invierno,Otros
Zion & Lennox,21451j1KhjAiaYKflxBjr1,"['reggaeton', 'urbano latino']",2019-12-29 11:33:45+00:00,Invierno,Reggateon
TéCanela,7DqUxnbDJwdpFRS8rIgVy0,['flamenco fusion'],2019-12-29 11:34:53+00:00,Invierno,Otros
Tomasito,0odnUZ4km1b1V4wGwDeBVJ,"['flamenco', 'flamenco fusion', 'rock andaluz']",2019-12-29 11:34:53+00:00,Invierno,Flamenco
Fondo Flamenco,0YIhVMmaboWI25NVbZRkmo,"['flamenco fusion', 'pop flamenco', 'spanish pop', 'spanish pop rock']",2019-12-29 11:35:07+00:00,Invierno,Pop
KAROL G,790FomKkXshlbRYZFtlgla,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",2019-12-29 11:35:47+00:00,Invierno,Reggateon
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2019-12-29 11:35:47+00:00,Invierno,Pop
Omar Montes,3lY9Fxceu60W1rbon7PkuF,"['flamenco urbano', 'urbano espanol']",2019-12-29 11:36:00+00:00,Invierno,Reggateon
Bad Gyal,4F4pp8NUW08JuXwnoxglpN,"['neoperreo', 'rap catala', 'rap latina', 'trap catala', 'urbano espanol', 'urbano latino']",2019-12-29 11:36:00+00:00,Invierno,Reggateon
Bad Gyal,4F4pp8NUW08JuXwnoxglpN,"['neoperreo', 'rap catala', 'rap latina', 'trap catala', 'urbano espanol', 'urbano latino']",2019-12-29 11:36:10+00:00,Invierno,Reggateon
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,"['latin arena pop', 'spanish pop', 'spanish pop rock']",2020-01-02 11:06:54+00:00,Invierno,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2020-01-04 10:16:44+00:00,Invierno,Pop
AFROJACK,4D75GcNG95ebPtNvoNVXhz,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance']",2020-01-04 10:16:44+00:00,Invierno,Pop
Ne-Yo,21E3waRsmPlU7jZsS13rcj,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2020-01-04 10:16:44+00:00,Invierno,Pop
Nayer,1ruutHJcECI7cos2n5TqpO,['deep dance pop'],2020-01-04 10:16:44+00:00,Invierno,Otros
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2020-01-04 10:17:05+00:00,Invierno,Pop
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'urban contemporary']",2020-01-04 10:17:05+00:00,Invierno,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2020-01-04 10:17:18+00:00,Invierno,Pop
USHER,23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",2020-01-04 10:17:18+00:00,Invierno,Pop
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop']",2020-01-04 10:17:28+00:00,Invierno,Pop
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",2020-01-04 10:17:28+00:00,Invierno,Pop
Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,"['dance pop', 'latin pop', 'mexican pop']",2020-01-04 10:18:06+00:00,Invierno,Pop
Ludacris,3ipn9JLAPI5GUEo4y4jcoi,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2020-01-04 10:18:06+00:00,Invierno,Pop
DJ Frank E,4yt2wdqvcHygghx9iNUb6i,['NA'],2020-01-04 10:18:06+00:00,Invierno,Otros
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2020-04-09 17:08:38+00:00,Primavera,Otros
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2020-04-09 17:09:04+00:00,Primavera,Otros
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2020-04-09 17:09:20+00:00,Primavera,Otros
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2020-04-09 17:09:51+00:00,Primavera,Otros
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2020-04-09 17:10:01+00:00,Primavera,Otros
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2020-04-09 17:10:31+00:00,Primavera,Otros
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2020-04-09 17:11:11+00:00,Primavera,Otros
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2020-04-09 17:11:28+00:00,Primavera,Otros
Eliane Correa,6o20t9tKjGu5c5BvluBM38,['NA'],2020-04-09 17:19:39+00:00,Primavera,Otros
Vienna Radio Symphony Orchestra,2nJZffRcm3WDa74FSkYYOb,"['austrian orchestra', 'orchestra', 'radio symphony']",2020-04-09 17:19:39+00:00,Primavera,Música clásica
Martin Gellner,4htujiPBxC6ynIY9V6sKOR,['NA'],2020-04-09 17:19:39+00:00,Primavera,Otros
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",2020-04-09 17:19:39+00:00,Primavera,Otros
James Horner,3PhL2Vdao2v8SS8AptuhAr,"['orchestral soundtrack', 'soundtrack']",2020-04-09 17:20:05+00:00,Primavera,Otros
London Symphony Orchestra,5yxyJsFanEAuwSM5kOuZKc,"['british orchestra', 'classical', 'orchestra']",2020-04-09 17:20:05+00:00,Primavera,Música clásica
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",2020-04-09 17:21:06+00:00,Primavera,Pop
Biba Dupont,7vwpKCVjqvSn8RVOhD38g9,"['background piano', 'spanish electronic']",2020-04-09 17:21:29+00:00,Primavera,Otros
Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,"['compositional ambient', 'neo-classical']",2020-04-09 17:22:39+00:00,Primavera,Otros
Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,"['compositional ambient', 'neo-classical']",2020-04-09 17:23:16+00:00,Primavera,Otros
Phil Collins,4lxfqrEsLX6N1N4OCSkILp,"['rock drums', 'soft rock']",2020-04-09 17:24:08+00:00,Primavera,Otros
Phil Collins,4lxfqrEsLX6N1N4OCSkILp,"['rock drums', 'soft rock']",2020-04-09 17:24:18+00:00,Primavera,Otros
Phil Collins,4lxfqrEsLX6N1N4OCSkILp,"['rock drums', 'soft rock']",2020-04-09 17:24:44+00:00,Primavera,Otros
Harry Styles,6KImCVD70vtIoJWnq6nGn3,['pop'],2020-04-10 08:30:50+00:00,Primavera,Pop
Harry Styles,6KImCVD70vtIoJWnq6nGn3,['pop'],2020-04-10 08:30:55+00:00,Primavera,Pop
Glen Campbell,59hLmB5DrdihCYtNeFeW1U,"['adult standards', 'arkansas country', 'classic country pop', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",2020-04-17 07:41:21+00:00,Primavera,Otros
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",2020-04-20 19:03:41+00:00,Primavera,Otros
Sam Smith,2wY79sveU1sp5g7SokKOiI,"['pop', 'uk pop']",2020-04-25 13:09:58+00:00,Primavera,Pop
Claude Debussy,1Uff91EOsvd99rtAupatMP,"['classical', 'impressionism', 'post-romantic era']",2020-04-27 07:21:17+00:00,Primavera,Música clásica
Martin Jones,1VzJXXVXsYbEK773GWSoND,['british classical piano'],2020-04-27 07:21:17+00:00,Primavera,Otros
Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'rock', 'southern rock', 'swamp rock']",2020-04-27 08:04:25+00:00,Primavera,Rock & Indie
Various Artists,0LyfQWJT6nXafLPZqxe9Of,['NA'],2020-05-06 07:20:46+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:17:06+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:22:25+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:22:33+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:22:41+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:22:50+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:22:57+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:23:12+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:23:25+00:00,Primavera,Otros
Édith Piaf,1WPcVNert9hn7mHsPKDn7j,"['chanson', 'torch song', 'vintage schlager']",2020-05-11 17:23:27+00:00,Primavera,Otros
Mireille Mathieu,6fAg4jVV9zANHej0mzaMG6,['NA'],2020-05-11 17:23:33+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:23:41+00:00,Primavera,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-05-11 17:23:44+00:00,Primavera,Otros
Gilbert Bécaud,31GFatrHl2ijnS4ZAWA9s0,['chanson'],2020-05-11 17:23:46+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:23:55+00:00,Primavera,Otros
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,['chanson'],2020-05-11 17:23:59+00:00,Primavera,Otros
Édith Piaf,1WPcVNert9hn7mHsPKDn7j,"['chanson', 'torch song', 'vintage schlager']",2020-05-11 17:25:18+00:00,Primavera,Otros
Édith Piaf,1WPcVNert9hn7mHsPKDn7j,"['chanson', 'torch song', 'vintage schlager']",2020-05-11 17:25:32+00:00,Primavera,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-05-11 17:26:52+00:00,Primavera,Otros
Count Basie,2jFZlvIea42ZvcCw4OeEdA,"['big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']",2020-05-11 17:26:52+00:00,Primavera,"Jazz, Soul & Blues"
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-05-11 17:26:58+00:00,Primavera,Otros
Nancy Sinatra,3IZrrNonYELubLPJmqOci2,"['lounge', 'sunshine pop']",2020-05-11 17:27:03+00:00,Primavera,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-05-11 17:27:03+00:00,Primavera,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-05-11 17:27:13+00:00,Primavera,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-05-11 17:27:23+00:00,Primavera,Otros
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']",2020-05-11 17:27:32+00:00,Primavera,Otros
